,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
346701,3/15/2017 21:13,3/15/2017 21:27,802,Damen Ave & Madison St,Clinton St & Washington Blvd,Subscriber,Male,1979
454699,4/4/2017 17:19,4/4/2017 17:27,478,Stetson Ave & South Water St,Canal St & Adams St,Subscriber,Male,1987
1171124,6/8/2017 10:55,6/8/2017 11:02,393,Ashland Ave & Division St,Marshfield Ave & Cortland St,Subscriber,Male,1988
1527449,6/29/2017 14:52,6/29/2017 15:26,2008,Cannon Dr & Fullerton Ave,Streeter Dr & Grand Ave,Customer,,
1050671,6/1/2017 10:44,6/1/2017 10:51,446,Field Museum,Indiana Ave & Roosevelt Rd,Customer,,
338149,3/12/2017 15:59,3/12/2017 16:08,540,Noble St & Milwaukee Ave,Damen Ave & Cortland St,Subscriber,Female,1983
996266,5/28/2017 18:48,5/28/2017 20:38,6587,Broadway & Cornelia Ave,Broadway & Cornelia Ave,Customer,,
496965,4/9/2017 18:26,4/9/2017 18:50,1431,Broadway & Wilson Ave,Lake Shore Dr & Diversey Pkwy,Subscriber,Female,1985
683746,4/27/2017 15:05,4/27/2017 15:13,504,Rush St & Hubbard St,LaSalle St & Jackson Blvd,Subscriber,Male,1993
1189586,6/9/2017 11:36,6/9/2017 11:45,515,Field Blvd & South Water St,Clark St & Lake St,Subscriber,Male,1983
969051,5/27/2017 9:50,5/27/2017 10:16,1561,Racine Ave & Wrightwood Ave,Fairbanks Ct & Grand Ave,Subscriber,Female,1977
378481,3/22/2017 6:56,3/22/2017 7:01,310,Michigan Ave & Jackson Blvd,Franklin St & Monroe St,Subscriber,Male,1964
909742,5/21/2017 13:30,5/21/2017 13:53,1388,Michigan Ave & Oak St,Michigan Ave & Oak St,Customer,,
1197065,6/9/2017 17:16,6/9/2017 17:22,351,Kingsbury St & Erie St,Clinton St & Lake St,Subscriber,Male,1980
259676,2/24/2017 19:22,2/24/2017 19:24,128,Southport Ave & Belmont Ave,Southport Ave & Roscoe St,Subscriber,Male,1970
514041,4/12/2017 0:31,4/12/2017 0:44,828,Damen Ave & Leland Ave,Oakley Ave & Irving Park Rd,Subscriber,Male,1987
1537324,6/30/2017 8:27,6/30/2017 8:32,321,Wabash Ave & 8th St,State St & Van Buren St,Subscriber,Male,1981
982763,5/27/2017 19:40,5/27/2017 20:09,1772,Lake Shore Dr & Monroe St,Lake Shore Dr & North Blvd,Subscriber,Male,1998
738075,5/5/2017 16:16,5/5/2017 16:28,764,Museum of Science and Industry,Kimbark Ave & 53rd St,Subscriber,Female,1996
102463,1/30/2017 6:04,1/30/2017 6:11,394,Racine Ave & Congress Pkwy,Clinton St & Jackson Blvd,Subscriber,Male,1953
1025886,5/30/2017 17:26,5/30/2017 17:30,273,Wabash Ave & Roosevelt Rd,Michigan Ave & 18th St,Subscriber,Male,1988
360827,3/19/2017 10:32,3/19/2017 10:55,1371,Orleans St & Elm St (*),Green St & Madison St,Subscriber,Male,1977
444015,4/2/2017 17:47,4/2/2017 17:51,292,Shore Dr & 55th St,Lake Park Ave & 53rd St,Subscriber,Female,1990
619666,4/21/2017 17:59,4/21/2017 18:16,1017,May St & Cullerton St,Racine Ave & Randolph St,Subscriber,Female,1985
732410,5/4/2017 19:49,5/4/2017 20:14,1496,Mies van der Rohe Way & Chestnut St,Sangamon St & Washington Blvd (*),Subscriber,Female,1977
493584,4/9/2017 15:35,4/9/2017 15:40,328,Clark St & Congress Pkwy,Clark St & Randolph St,Subscriber,Female,1976
192601,2/17/2017 16:57,2/17/2017 17:05,477,LaSalle St & Illinois St,Larrabee St & Kingsbury St,Subscriber,Male,1983
489311,4/9/2017 12:38,4/9/2017 12:46,446,Wabash Ave & 16th St,Wentworth Ave & 24th St,Subscriber,Male,1990
831088,5/14/2017 16:30,5/14/2017 16:45,900,Dayton St & North Ave,Kingsbury St & Kinzie St,Customer,,
218229,2/19/2017 16:17,2/19/2017 16:23,359,Clark St & Randolph St,Desplaines St & Randolph St,Subscriber,Male,1987
1290342,6/15/2017 14:13,6/15/2017 14:36,1393,Columbus Dr & Randolph St,Streeter Dr & Grand Ave,Customer,,
155026,2/10/2017 21:31,2/10/2017 21:52,1250,Sheridan Rd & Irving Park Rd,Damen Ave & Cortland St,Subscriber,Male,1988
1159310,6/7/2017 16:55,6/7/2017 18:07,4305,Buckingham Fountain,Sheffield Ave & Waveland Ave,Customer,,
800467,5/12/2017 14:16,5/12/2017 14:29,780,Wabash Ave & Grand Ave,Clinton St & Jackson Blvd,Customer,,
1040339,5/31/2017 17:13,5/31/2017 17:27,876,Ellis Ave & 55th St,MLK Jr Dr & 47th St,Subscriber,Male,1994
81743,1/24/2017 15:41,1/24/2017 15:49,453,Clinton St & Jackson Blvd,Kingsbury St & Kinzie St,Subscriber,Female,1984
1005566,5/29/2017 13:59,5/29/2017 14:32,2026,Michigan Ave & Oak St,Clark St & Armitage Ave,Customer,,
775438,5/10/2017 6:46,5/10/2017 6:54,474,Kingsbury St & Kinzie St,Mies van der Rohe Way & Chicago Ave,Subscriber,Female,1976
1166303,6/7/2017 23:11,6/7/2017 23:29,1088,Eckhart Park,Clinton St & 18th St,Subscriber,Male,1972
640996,4/23/2017 19:05,4/23/2017 20:02,3411,Shore Dr & 55th St,Shore Dr & 55th St,Customer,,
527886,4/13/2017 17:43,4/13/2017 17:54,704,Clinton St & Jackson Blvd,May St & Taylor St,Subscriber,Male,1990
107635,1/31/2017 8:00,1/31/2017 8:19,1166,Canal St & Adams St,Dearborn St & Erie St,Subscriber,Male,1978
1172034,6/8/2017 12:09,6/8/2017 12:18,507,Cityfront Plaza Dr & Pioneer Ct,Dearborn St & Monroe St,Subscriber,Male,1972
499031,4/10/2017 1:11,4/10/2017 1:24,795,Bissell St & Armitage Ave,Wells St & Concord Ln,Subscriber,Male,1962
94752,1/27/2017 7:40,1/27/2017 7:51,709,Canal St & Adams St,Wabash Ave & Grand Ave,Subscriber,Male,1982
859101,5/16/2017 17:17,5/16/2017 17:27,595,Sheffield Ave & Kingsbury St,Marshfield Ave & Cortland St,Subscriber,Male,1979
329214,3/10/2017 6:17,3/10/2017 6:21,224,Jefferson St & Monroe St,Clinton St & Tilden St,Subscriber,Male,1982
1396870,6/21/2017 19:39,6/21/2017 20:11,1964,Sheridan Rd & Loyola Ave,Lincoln Ave & Addison St,Subscriber,Female,1996
1239602,6/12/2017 5:56,6/12/2017 6:18,1327,Elston Ave & Wabansia Ave,LaSalle St & Jackson Blvd,Subscriber,Male,1962
1163628,6/7/2017 19:10,6/7/2017 19:15,258,Sheffield Ave & Wellington Ave,Southport Ave & Wellington Ave,Subscriber,Male,1901
1386957,6/21/2017 12:13,6/21/2017 12:43,1818,Lake Shore Dr & Monroe St,Streeter Dr & Grand Ave,Customer,,
728984,5/4/2017 15:45,5/4/2017 16:06,1263,Shedd Aquarium,Buckingham Fountain,Customer,,
1519067,6/28/2017 20:36,6/28/2017 20:52,931,Clark St & Lincoln Ave,Damen Ave & Charleston St,Subscriber,Male,1989
768945,5/9/2017 12:00,5/9/2017 12:06,394,Columbus Dr & Randolph St,Dearborn St & Monroe St,Subscriber,Male,1988
819491,5/13/2017 18:06,5/13/2017 18:27,1258,Sheffield Ave & Kingsbury St,Southport Ave & Wrightwood Ave,Customer,,
83790,1/24/2017 19:28,1/24/2017 19:39,645,Pine Grove Ave & Waveland Ave,Southport Ave & Roscoe St,Subscriber,Male,1992
1459184,6/25/2017 13:04,6/25/2017 13:10,404,Lincoln Ave & Fullerton Ave,Clark St & Lincoln Ave,Subscriber,Male,1993
1258905,6/13/2017 8:49,6/13/2017 8:53,221,Fairbanks Ct & Grand Ave,LaSalle St & Illinois St,Subscriber,Male,1991
80440,1/24/2017 9:17,1/24/2017 9:21,207,Wabash Ave & 16th St,Wabash Ave & Roosevelt Rd,Subscriber,Male,1965
1545752,6/30/2017 16:49,6/30/2017 19:52,10975,Montrose Harbor,Montrose Harbor,Customer,,
65155,1/21/2017 13:40,1/21/2017 13:51,631,Orleans St & Merchandise Mart Plaza,Kingsbury St & Erie St,Subscriber,Male,1978
764697,5/8/2017 18:01,5/8/2017 18:17,986,Stockton Dr & Wrightwood Ave,Seeley Ave & Roscoe St,Subscriber,Male,1973
894294,5/19/2017 6:27,5/19/2017 6:30,192,Southport Ave & Irving Park Rd,Sheridan Rd & Irving Park Rd,Subscriber,Male,1968
1508745,6/28/2017 8:04,6/28/2017 8:06,172,Clinton St & Lake St,Kingsbury St & Kinzie St,Subscriber,Female,1962
869166,5/17/2017 10:10,5/17/2017 10:14,266,Clark St & Randolph St,Franklin St & Monroe St,Subscriber,Female,1972
465513,4/7/2017 5:34,4/7/2017 5:37,173,Canal St & Adams St,Wacker Dr & Washington St,Subscriber,Male,1982
734473,5/5/2017 8:07,5/5/2017 8:19,711,Wells St & Walton St,Canal St & Madison St,Subscriber,Male,1993
1288197,6/15/2017 11:30,6/15/2017 11:32,136,Clinton St & Lake St,Clinton St & Madison St,Subscriber,Male,1992
92078,1/26/2017 16:00,1/26/2017 16:20,1215,Larrabee St & Webster Ave,Canal St & Adams St,Subscriber,Male,1975
768373,5/9/2017 9:40,5/9/2017 9:48,469,Wabash Ave & Roosevelt Rd,LaSalle St & Jackson Blvd,Subscriber,Female,1985
121593,2/3/2017 4:33,2/3/2017 4:37,231,Franklin St & Chicago Ave,Rush St & Superior St,Subscriber,Male,1974
439769,4/2/2017 9:34,4/2/2017 10:45,4265,Rush St & Superior St,Lake Shore Dr & Ohio St,Customer,,
1523218,6/29/2017 8:42,6/29/2017 8:55,737,Clinton St & Washington Blvd,Columbus Dr & Randolph St,Subscriber,Male,1970
92752,1/26/2017 17:18,1/26/2017 17:26,462,State St & Randolph St,Field Blvd & South Water St,Subscriber,Male,1989
159564,2/12/2017 9:23,2/12/2017 9:25,89,Southport Ave & Irving Park Rd,Southport Ave & Clark St,Subscriber,Male,1957
1264489,6/13/2017 16:24,6/13/2017 17:13,2942,McClurg Ct & Illinois St,Lake Shore Dr & Monroe St,Customer,,
247220,2/22/2017 18:17,2/22/2017 18:21,250,State St & 33rd St,Calumet Ave & 33rd St,Subscriber,Male,1995
915608,5/22/2017 6:32,5/22/2017 6:46,804,Financial Pl & Congress Pkwy,Field Museum,Subscriber,Female,1962
1086829,6/3/2017 12:40,6/3/2017 12:54,804,Greenview Ave & Diversey Pkwy,Ravenswood Ave & Irving Park Rd,Subscriber,Male,1968
295226,3/4/2017 15:44,3/4/2017 15:56,730,Milwaukee Ave & Wabansia Ave,Sheffield Ave & Kingsbury St,Subscriber,Female,1987
339667,3/13/2017 11:08,3/13/2017 11:17,514,Clinton St & Washington Blvd,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1957
780277,5/10/2017 15:15,5/10/2017 15:17,133,Greenview Ave & Fullerton Ave,Southport Ave & Wrightwood Ave,Subscriber,Male,1982
1501961,6/27/2017 18:19,6/27/2017 18:26,448,Marshfield Ave & Cortland St,Bissell St & Armitage Ave,Subscriber,Female,1987
1193539,6/9/2017 15:10,6/9/2017 15:32,1290,Michigan Ave & Washington St,Wells St & Huron St,Customer,,
142953,2/8/2017 9:18,2/8/2017 9:29,641,Desplaines St & Randolph St,State St & Kinzie St,Subscriber,Male,1988
1526763,6/29/2017 13:51,6/29/2017 14:07,1015,Cannon Dr & Fullerton Ave,Pine Grove Ave & Waveland Ave,Subscriber,Male,1959
1003296,5/29/2017 12:40,5/29/2017 13:00,1220,Dusable Harbor,Indiana Ave & Roosevelt Rd,Customer,,
1435714,6/24/2017 9:43,6/24/2017 9:48,306,Larrabee St & Division St,Dayton St & North Ave,Subscriber,Male,1986
213101,2/19/2017 12:43,2/19/2017 12:45,89,McClurg Ct & Illinois St,McClurg Ct & Illinois St,Subscriber,Male,1960
910906,5/21/2017 14:37,5/21/2017 14:57,1184,Streeter Dr & Grand Ave,Larrabee St & Webster Ave,Subscriber,Female,1988
1090792,6/3/2017 15:15,6/3/2017 15:25,589,Michigan Ave & Lake St,St. Clair St & Erie St,Customer,,
1078626,6/2/2017 19:37,6/2/2017 19:42,252,DuSable Museum,Prairie Ave & Garfield Blvd,Subscriber,Female,1988
1457683,6/25/2017 12:02,6/25/2017 12:34,1927,Shedd Aquarium,Franklin St & Jackson Blvd,Customer,,
296498,3/5/2017 8:18,3/5/2017 9:00,2550,Streeter Dr & Grand Ave,McClurg Ct & Illinois St,Customer,,
701315,5/1/2017 7:51,5/1/2017 8:00,486,Wells St & Concord Ln,Lakeview Ave & Fullerton Pkwy,Subscriber,Male,1989
514112,4/12/2017 5:19,4/12/2017 5:23,225,Michigan Ave & Lake St,St. Clair St & Erie St,Subscriber,Male,1987
457527,4/5/2017 7:30,4/5/2017 7:48,1046,Lake Shore Dr & Ohio St,Sedgwick St & Webster Ave,Subscriber,Male,1970
418663,3/29/2017 8:15,3/29/2017 8:23,463,Damen Ave & Grand Ave,Ogden Ave & Congress Pkwy,Subscriber,Male,1975
12055,1/5/2017 8:10,1/5/2017 8:21,644,Wells St & Elm St,Clark St & Randolph St,Subscriber,Female,1991
1132200,6/5/2017 20:58,6/5/2017 21:18,1174,Streeter Dr & Grand Ave,Dearborn St & Monroe St,Customer,,
618228,4/21/2017 16:44,4/21/2017 16:59,955,Clinton St & Madison St,Mies van der Rohe Way & Chestnut St,Subscriber,Male,1976
1380094,6/20/2017 21:45,6/20/2017 22:08,1401,Fairbanks Ct & Grand Ave,Hampden Ct & Diversey Pkwy,Subscriber,Female,1995
680750,4/27/2017 7:11,4/27/2017 7:13,159,Wood St & Milwaukee Ave,Ashland Ave & Division St,Subscriber,Male,1986
607784,4/20/2017 16:56,4/20/2017 17:14,1069,Wacker Dr & Washington St,Loomis St & Taylor St (*),Subscriber,Male,1990
658977,4/25/2017 12:04,4/25/2017 12:14,544,Carpenter St & Huron St,Ashland Ave & Blackhawk St,Subscriber,Male,1961
18759,1/8/2017 13:30,1/8/2017 13:46,950,Clark St & Congress Pkwy,Clark St & Congress Pkwy,Subscriber,Male,1957
1224731,6/11/2017 10:41,6/11/2017 10:53,717,Buckingham Fountain,Field Museum,Customer,,
1262464,6/13/2017 14:10,6/13/2017 14:17,429,Lake Shore Dr & Ohio St,Wabash Ave & Wacker Pl,Subscriber,Female,1979
824687,5/14/2017 10:39,5/14/2017 11:06,1630,Lincoln Ave & Leavitt St,Wells St & Evergreen Ave,Subscriber,Male,1991
918998,5/22/2017 10:14,5/22/2017 10:50,2160,Clark St & Wrightwood Ave,Streeter Dr & Grand Ave,Customer,,
1213583,6/10/2017 15:38,6/10/2017 15:58,1150,Montrose Harbor,Hampden Ct & Diversey Pkwy,Subscriber,Male,1981
1394248,6/21/2017 17:59,6/21/2017 18:10,670,Clark St & Berwyn Ave,Lincoln Ave & Winona St,Customer,,
75214,1/23/2017 12:53,1/23/2017 13:00,391,Clinton St & Washington Blvd,Clark St & Randolph St,Subscriber,Male,1952
343885,3/15/2017 8:25,3/15/2017 8:32,399,Canal St & Adams St,Green St & Madison St,Subscriber,Male,1986
738804,5/5/2017 16:59,5/5/2017 17:01,95,Ashland Ave & Division St,Wood St & Division St,Subscriber,Male,1984
601919,4/20/2017 7:49,4/20/2017 8:01,682,Lake Shore Dr & Monroe St,Clinton St & Washington Blvd,Subscriber,Male,1992
194222,2/17/2017 18:28,2/17/2017 18:41,794,State St & Randolph St,Rush St & Superior St,Customer,,
400593,3/25/2017 13:46,3/25/2017 13:48,153,State St & 33rd St,State St & 35th St,Subscriber,Male,1993
1393690,6/21/2017 17:44,6/21/2017 17:54,622,Daley Center Plaza,State St & Pearson St,Subscriber,Male,1991
1136527,6/6/2017 8:58,6/6/2017 9:06,431,Clinton St & Lake St,Kingsbury St & Kinzie St,Subscriber,Male,1955
968680,5/27/2017 9:19,5/27/2017 9:44,1531,Lake Shore Dr & North Blvd,Lake Shore Dr & North Blvd,Customer,,
383413,3/22/2017 20:32,3/22/2017 20:51,1163,Halsted St & Blackhawk St (*),Broadway & Waveland Ave,Subscriber,Male,1993
1457709,6/25/2017 12:03,6/25/2017 12:27,1432,Shedd Aquarium,Michigan Ave & Lake St,Customer,,
1517041,6/28/2017 18:33,6/28/2017 20:22,6502,State St & Van Buren St,Michigan Ave & 8th St,Customer,,
1244571,6/12/2017 12:11,6/12/2017 12:16,298,Sheffield Ave & Fullerton Ave,Southport Ave & Clybourn Ave,Subscriber,Male,1992
1417282,6/23/2017 7:35,6/23/2017 7:47,718,McClurg Ct & Illinois St,Clinton St & Washington Blvd,Subscriber,Male,1985
286957,3/2/2017 18:01,3/2/2017 18:05,220,Damen Ave & Pierce Ave,Damen Ave & Division St,Subscriber,Male,1989
418516,3/29/2017 8:04,3/29/2017 8:08,236,Clinton St & Madison St,Green St & Randolph St,Subscriber,Female,1989
282062,3/1/2017 18:30,3/1/2017 18:34,236,900 W Harrison St,May St & Taylor St,Subscriber,Male,1997
1189088,6/9/2017 11:00,6/9/2017 11:06,346,Sedgwick St & Webster Ave,Lincoln Ave & Fullerton Ave,Subscriber,Male,1987
1139228,6/6/2017 13:11,6/6/2017 13:16,303,Field Blvd & South Water St,Millennium Park,Subscriber,Male,1981
602893,4/20/2017 8:42,4/20/2017 8:52,621,Clinton St & Washington Blvd,State St & Van Buren St,Subscriber,Female,1964
1051440,6/1/2017 12:01,6/1/2017 12:05,218,Ellis Ave & 60th St,University Ave & 57th St,Subscriber,Male,1998
1332351,6/18/2017 9:13,6/18/2017 9:34,1241,Lincoln Ave & Fullerton Ave,Clark St & North Ave,Customer,,
425745,3/30/2017 18:11,3/30/2017 18:19,464,Morgan St & Lake St,Wood St & Hubbard St,Subscriber,Male,1988
194707,2/17/2017 19:27,2/17/2017 19:40,741,Wilton Ave & Diversey Pkwy,Wells St & Evergreen Ave,Subscriber,Male,1992
1008178,5/29/2017 15:31,5/29/2017 15:43,708,Franklin St & Jackson Blvd,Wabash Ave & Adams St,Customer,,
263060,2/26/2017 12:39,2/26/2017 12:47,469,Wentworth Ave & Archer Ave,Indiana Ave & 26th St,Subscriber,Male,1987
691787,4/28/2017 13:36,4/28/2017 13:43,399,Damen Ave & Pierce Ave,Damen Ave & Charleston St,Subscriber,Female,1979
1058955,6/1/2017 18:19,6/1/2017 18:28,515,Lake Shore Dr & Wellington Ave,Pine Grove Ave & Waveland Ave,Subscriber,Female,1983
1427168,6/23/2017 17:07,6/23/2017 17:28,1261,Lake Shore Dr & Monroe St,Mies van der Rohe Way & Chicago Ave,Subscriber,Female,1992
1080892,6/2/2017 23:32,6/2/2017 23:56,1413,Theater on the Lake,Michigan Ave & Oak St,Customer,,
1187955,6/9/2017 9:17,6/9/2017 9:44,1654,Wentworth Ave & 24th St,Clinton St & Tilden St,Subscriber,Male,1969
1295071,6/15/2017 17:47,6/15/2017 18:17,1794,Halsted St & Roscoe St,Lake Shore Dr & North Blvd,Customer,,
274773,2/28/2017 9:12,2/28/2017 9:21,553,Wabash Ave & 8th St,Clinton St & Madison St,Subscriber,Male,1990
273323,2/28/2017 7:32,2/28/2017 7:35,179,Racine Ave & Wrightwood Ave,Sheffield Ave & Fullerton Ave,Subscriber,Male,1991
9898,1/4/2017 14:38,1/4/2017 14:44,328,Clybourn Ave & Division St,Larrabee St & Kingsbury St,Subscriber,Male,1971
390249,3/24/2017 7:01,3/24/2017 7:05,235,Austin Blvd & Chicago Ave,Austin Blvd & Lake St,Subscriber,Female,1952
1111664,6/4/2017 17:04,6/4/2017 17:15,675,Dearborn St & Monroe St,Wells St & Polk St,Subscriber,Female,1957
666105,4/25/2017 18:47,4/25/2017 18:49,162,St. Clair St & Erie St,Wabash Ave & Grand Ave,Subscriber,Male,1981
132030,2/6/2017 8:59,2/6/2017 9:01,112,Wells St & Polk St,Financial Pl & Congress Pkwy,Subscriber,Male,1987
679712,4/26/2017 19:50,4/26/2017 20:05,894,Streeter Dr & Grand Ave,State St & Randolph St,Customer,,
359404,3/18/2017 17:33,3/18/2017 17:37,219,Racine Ave & Belmont Ave,Sheffield Ave & Wellington Ave,Subscriber,Male,1991
401296,3/25/2017 18:48,3/25/2017 18:51,168,Clinton St & Polk St (*),Clinton St & Tilden St,Subscriber,Male,1993
743717,5/6/2017 11:56,5/6/2017 12:14,1045,Clark St & Armitage Ave,Broadway & Belmont Ave,Subscriber,Male,1993
1407496,6/22/2017 14:57,6/22/2017 15:03,387,Lakeview Ave & Fullerton Pkwy,Theater on the Lake,Customer,,
828610,5/14/2017 14:15,5/14/2017 14:36,1234,Clark St & Elm St,Clark St & Wrightwood Ave,Customer,,
1511150,6/28/2017 10:26,6/28/2017 10:35,539,LaSalle St & Washington St,McClurg Ct & Erie St,Subscriber,Male,1984
80835,1/24/2017 11:23,1/24/2017 11:34,704,Larrabee St & Kingsbury St,Peoria St & Jackson Blvd,Subscriber,Female,1964
805238,5/12/2017 18:09,5/12/2017 18:12,195,Paulina St & 18th St,Blue Island Ave & 18th St,Subscriber,Male,1981
453432,4/4/2017 15:56,4/4/2017 16:19,1359,Clarendon Ave & Leland Ave,Montrose Harbor,Subscriber,Male,1979
60606,1/20/2017 17:13,1/20/2017 17:20,396,Western Ave & Walton St,Damen Ave & Division St,Subscriber,Male,1995
279203,3/1/2017 7:58,3/1/2017 8:11,784,Kingsbury St & Erie St,Clinton St & Tilden St,Subscriber,Male,1985
983353,5/27/2017 20:38,5/27/2017 20:56,1082,Broadway & Argyle St,Sheridan Rd & Lawrence Ave,Customer,,
1037828,5/31/2017 15:20,5/31/2017 15:26,341,Southport Ave & Roscoe St,Ashland Ave & Grace St,Subscriber,Male,1990
1446756,6/24/2017 16:47,6/24/2017 17:19,1941,Sheffield Ave & Kingsbury St,Fairbanks Ct & Grand Ave,Customer,,
517079,4/12/2017 10:36,4/12/2017 10:47,670,Troy St & North Ave,Leavitt St & North Ave,Subscriber,Male,1982
794452,5/12/2017 1:57,5/12/2017 2:03,310,Morgan St & Polk St,Loomis St & Lexington St,Subscriber,Male,1989
1124026,6/5/2017 13:52,6/5/2017 14:07,894,Lincoln Ave & Diversey Pkwy,Ravenswood Ave & Irving Park Rd,Subscriber,Female,1987
829709,5/14/2017 15:13,5/14/2017 16:03,3006,Sheffield Ave & Webster Ave,Clifton Ave & Armitage Ave,Customer,,
1045028,5/31/2017 20:29,5/31/2017 20:35,396,Noble St & Milwaukee Ave,Damen Ave & Pierce Ave,Subscriber,Male,1989
195926,2/18/2017 8:12,2/18/2017 8:17,281,Wells St & Walton St,Franklin St & Chicago Ave,Subscriber,Female,1950
1155340,6/7/2017 12:44,6/7/2017 13:09,1509,Millennium Park,Shedd Aquarium,Subscriber,Female,1997
755386,5/7/2017 17:34,5/7/2017 17:59,1467,Franklin St & Monroe St,St. Clair St & Erie St,Customer,,
1484833,6/26/2017 18:53,6/26/2017 19:19,1581,Clark St & Armitage Ave,Michigan Ave & 14th St,Subscriber,Female,1983
1536706,6/30/2017 8:00,6/30/2017 8:12,687,Desplaines St & Kinzie St,State St & Pearson St,Subscriber,Female,1989
450533,4/4/2017 7:31,4/4/2017 7:34,173,Larrabee St & Menomonee St,Sedgwick St & North Ave,Subscriber,Male,1990
509803,4/11/2017 16:01,4/11/2017 16:27,1538,University Library (NU),Sheridan Rd & Loyola Ave,Subscriber,Male,1965
1391338,6/21/2017 16:45,6/21/2017 17:03,1098,Mies van der Rohe Way & Chicago Ave,Clinton St & Jackson Blvd,Subscriber,Female,1994
176428,2/15/2017 8:12,2/15/2017 8:33,1260,Elston Ave & Wabansia Ave,LaSalle St & Jackson Blvd,Subscriber,Male,1962
292115,3/3/2017 17:42,3/3/2017 17:50,477,Franklin St & Lake St,Wells St & Elm St,Subscriber,Male,1966
34579,1/13/2017 9:19,1/13/2017 9:25,376,May St & Taylor St,Wood St & Taylor St,Subscriber,Male,1989
890875,5/18/2017 18:10,5/18/2017 18:36,1577,Clinton St & Washington Blvd,Damen Ave & Charleston St,Subscriber,Male,1988
911793,5/21/2017 15:30,5/21/2017 15:36,343,Ashland Ave & Wrightwood Ave,Sheffield Ave & Fullerton Ave,Subscriber,Male,1992
961076,5/26/2017 8:33,5/26/2017 8:37,242,Desplaines St & Kinzie St,Morgan St & Lake St,Subscriber,Male,1989
682085,4/27/2017 9:06,4/27/2017 9:16,626,Sedgwick St & Webster Ave,Clark St & Chicago Ave,Subscriber,Male,1979
235223,2/21/2017 16:58,2/21/2017 17:00,149,Seeley Ave & Roscoe St,Oakley Ave & Roscoe St,Subscriber,Male,1966
1372034,6/20/2017 15:29,6/20/2017 15:50,1270,Greenview Ave & Jarvis Ave,Broadway & Thorndale Ave,Subscriber,Male,1960
59442,1/20/2017 14:09,1/20/2017 14:20,636,MLK Jr Dr & 29th St,State St & 35th St,Subscriber,Male,1991
989016,5/28/2017 12:35,5/28/2017 12:53,1064,Western Ave & Winnebago Ave,Damen Ave & Division St,Customer,,
607883,4/20/2017 17:00,4/20/2017 17:08,484,Wacker Dr & Washington St,Clinton St & Washington Blvd,Subscriber,Male,1973
1477649,6/26/2017 14:27,6/26/2017 14:34,413,Larrabee St & Division St,Sedgwick St & Huron St,Subscriber,Male,1985
